id,date_listed,community,zone,lat,lon,property_category,property_type,bedrooms,area_sqft,area_m2,view,furnishing,chiller_included,parking_spaces,metro_station,metro_line,metro_distance_min,to_burj_khalifa_km,contract_type,n_cheques,annual_rent_usd,rent_per_sqft_usd,rent_per_m2_usd
R001295,2021-05-25,La Mer,Jumeirah,25.2233,55.26707,apartment,3BR,3,1558,144.8,marina,semi_furnished,False,1,Al Ghubaiba,Green,59,2.99,yearly,6,55100,35,380
R010341,2023-10-13,Mudon,Dubailand,25.0473,55.26001,villa,3BR_villa,3,2631,244.5,park,fully_furnished,False,3,Dubai Investment Park,Red,127,16.73,yearly,2,54400,20,222
R002551,2023-05-03,DIFC,DIFC,25.20505,55.23773,apartment,3BR,3,1992,185.1,pool,fully_furnished,True,1,Financial Centre,Red,6,3.79,yearly,2,179800,90,971
R019011,2022-11-10,Palm Jumeirah,Palm Jumeirah,25.1054,55.12303,apartment,studio,0,394,36.6,park,fully_furnished,False,1,Sharaf DG,Red,60,18.34,yearly,2,28000,71,766
R020700,2022-04-10,Damac Hills,Damac Hills,25.04619,55.27138,apartment,3BR,3,1137,105.6,city,unfurnished,True,1,MRT-1,Red,154,16.79,yearly,12,28300,24,268
R003269,2023-03-17,Dubai Studio City,Dubai Studio City,25.05013,55.23424,apartment,studio,0,431,40.0,city,unfurnished,False,1,Jumeirah Golf Estates,Red,73,16.85,short_term,6,6400,14,160
R017218,2026-01-18,Mirdif,Mirdif,25.21411,55.41599,villa,5BR_villa,5,4350,404.1,marina,unfurnished,True,2,Abu Baker Al Siddique,Red,134,14.37,yearly,4,91600,21,227
R004490,2023-04-07,Town Square,Nshama,25.02336,55.26769,apartment,1BR,1,791,73.5,community,unfurnished,True,2,Expo 2020,Red,161,19.34,yearly,2,12100,15,164
R013702,2024-05-14,Living Legends,Dubailand,25.09116,55.30325,apartment,1BR,1,813,75.5,city,unfurnished,True,1,Burj Khalifa/Dubai Mall,Red,163,12.14,yearly,2,19600,24,260
R000247,2022-02-04,Dubai Investment Park,DIP,24.99956,55.16881,apartment,studio,0,681,63.3,city,fully_furnished,True,3,Energy,Red,120,24.41,yearly,2,7200,10,113
R002567,2021-04-16,Jumeirah Bay Island,Jumeirah,25.20431,55.24633,apartment,2BR,2,1276,118.6,park,semi_furnished,True,1,Jebel Ali,Red,309,2.93,yearly,12,82700,64,698
R015421,2022-05-18,Dubai Marina,Dubai Marina,25.08144,55.12442,apartment,2BR,2,1227,114.0,city,fully_furnished,True,1,UAE Pavilion,Red,75,19.84,yearly,4,44500,36,390
R019019,2024-02-02,Bluewaters Island,Dubai Marina,25.09262,55.11537,apartment,2BR,2,1497,139.1,sea,fully_furnished,False,1,UAE Pavilion,Red,67,19.79,yearly,2,123100,82,885
R006956,2021-06-16,Umm Suqeim,Jumeirah,25.16418,55.1974,villa,4BR_villa,4,2532,235.2,park,semi_furnished,False,3,Mashreq Bank,Red,80,8.57,yearly,4,82000,32,348
R019427,2023-04-06,Al Reem,Arabian Ranches,25.0358,55.25338,villa,4BR_villa,4,3586,333.1,community,unfurnished,False,2,Burj Khalifa/Dubai Mall,Red,206,18.07,short_term,12,92000,25,276
R014107,2021-05-08,Karama,Bur Dubai,25.23029,55.29915,apartment,3BR,3,1220,113.3,park,semi_furnished,False,1,Al Ras,Green,29,4.44,yearly,4,14800,12,131
R000875,2025-02-13,Al Mamzar,Al Mamzar,25.30474,55.32714,apartment,1BR,1,700,65.1,community,fully_furnished,False,1,Al Qiyadah,Red,9,13.08,yearly,1,18600,26,285
R023712,2024-09-14,La Mer,Jumeirah,25.2383,55.25875,apartment,1BR,1,814,75.7,city,semi_furnished,True,1,Al Nahda (G),Green,161,4.83,yearly,12,54700,67,723
R023548,2025-05-04,Al Nahda,Al Nahda,25.28985,55.3636,apartment,studio,0,398,37.0,community,unfurnished,True,1,Al Qiyadah,Red,28,13.66,yearly,1,5300,13,144
R015809,2025-07-28,The Valley,Dubai-Al Ain Road,24.96584,55.47309,villa,4BR_villa,4,3609,335.3,pool,unfurnished,True,4,Discovery Gardens,Red,440,32.59,yearly,4,80600,22,240
R011947,2024-05-31,Al Warqa,Al Warqa,25.19972,55.36245,villa,5BR_villa,5,5278,490.4,sea,unfurnished,False,2,Creek,Green,67,8.86,yearly,12,147200,27,300
R019886,2025-03-21,Jumeirah Village Circle,JVC,25.07139,55.21054,apartment,2BR,2,1284,119.3,community,fully_furnished,True,1,BurJuman,Red,293,15.4,yearly,1,21800,17,183
R000873,2023-09-04,Jumeirah Lake Towers,JLT,25.08044,55.12512,apartment,1BR,1,683,63.5,city,fully_furnished,True,1,Sharaf DG,Red,78,19.86,yearly,6,20800,30,328
R009397,2023-05-12,Remraam,Dubailand,25.0192,55.26267,apartment,studio,0,481,44.6,community,fully_furnished,False,2,Danube,Red,158,19.83,yearly,2,6900,14,154
R006337,2022-03-15,Dubailand,Dubailand,25.02437,55.30725,villa,4BR_villa,4,1831,170.1,city,unfurnished,False,4,Jebel Ali,Red,213,19.5,yearly,2,20300,11,119
R010885,2021-01-29,Meydan,Meydan,25.16216,55.29459,apartment,studio,0,510,47.4,city,fully_furnished,True,1,First Abu Dhabi Bank,Red,80,4.39,yearly,6,11900,23,252
R015603,2024-12-06,Deira,Deira,25.25846,55.30293,apartment,1BR,1,664,61.7,community,fully_furnished,True,2,Palm Deira,Green,29,7.39,yearly,1,10700,16,173
R016161,2023-08-07,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.16039,55.31425,apartment,1BR,1,691,64.2,park,fully_furnished,False,2,Palm Deira,Green,133,5.73,yearly,6,34800,50,542
R019807,2022-01-09,La Mer,Jumeirah,25.21937,55.25224,apartment,2BR,2,1160,107.8,community,fully_furnished,True,2,Al Jafiliya,Red,34,3.32,yearly,2,48300,41,448
R005689,2022-11-30,Dubai Sports City,Dubai Sports City,25.04084,55.21068,apartment,studio,0,545,50.6,sea,semi_furnished,False,2,Ibn Battuta,Red,127,18.53,yearly,12,12200,22,241
R006886,2021-08-30,Remraam,Dubailand,25.00583,55.26184,apartment,1BR,1,520,48.3,marina,fully_furnished,True,3,UAE Pavilion,Red,157,21.32,yearly,2,6300,12,130
R004825,2021-02-22,Town Square,Nshama,25.01342,55.27704,apartment,3BR,3,1151,107.0,sea,fully_furnished,True,2,Al Furjan,Red,152,20.44,yearly,4,14500,12,135
R016132,2025-03-10,Dubai Marina,Dubai Marina,25.09497,55.12059,apartment,studio,0,519,48.2,park,fully_furnished,True,2,Mall of the Emirates,Red,92,19.21,yearly,2,17500,33,362
R020136,2022-01-26,Mudon,Dubailand,25.05076,55.25113,villa,3BR_villa,3,3096,287.6,community,unfurnished,True,2,Dubai Investment Park,Red,129,16.45,yearly,6,44500,14,155
R021986,2022-04-10,Bluewaters Island,Dubai Marina,25.08371,55.11015,villa,3BR_villa,3,2673,248.4,park,fully_furnished,False,3,ADCB,Red,325,20.8,yearly,2,159100,59,641
R007570,2022-02-24,Emirates Hills,Emirates Hills,25.0462,55.1798,villa,5BR_villa,5,4498,417.9,community,semi_furnished,True,2,Al Furjan,Red,42,19.3,yearly,4,278800,62,667
R005280,2021-06-11,Al Nahda,Al Nahda,25.29573,55.36657,apartment,3BR,3,2133,198.1,pool,fully_furnished,False,2,Al Nahda,Red,3,14.35,yearly,1,27100,12,137
R023549,2025-03-24,Pearl Jumeira,Jumeirah,25.23063,55.23984,villa,5BR_villa,5,6992,649.6,burj_khalifa,unfurnished,True,4,Max,Red,66,5.09,yearly,12,649200,92,999
R021663,2025-06-25,Dubai Festival City,Festival City,25.22071,55.34966,apartment,3BR,3,1994,185.2,park,fully_furnished,True,3,Creek,Green,3,8.01,yearly,2,85600,42,462
R016278,2024-03-20,Jumeirah 2,Jumeirah,25.21571,55.25103,villa,3BR_villa,3,2723,253.0,community,fully_furnished,False,4,Al Jafiliya,Red,58,3.12,yearly,1,111900,41,442
R016623,2022-04-07,Damac Hills 2,Damac Hills,24.96049,55.29654,villa,5BR_villa,5,5674,527.1,community,semi_furnished,True,3,BurJuman (G),Green,389,26.42,yearly,12,112500,19,213
R004595,2025-03-16,Al Reem,Arabian Ranches,25.04812,55.28591,villa,3BR_villa,3,2440,226.7,park,fully_furnished,True,3,BurJuman (G),Green,277,16.62,yearly,4,101300,41,447
R004392,2024-03-10,Dubai Studio City,Dubai Studio City,25.03231,55.207,apartment,2BR,2,1513,140.6,burj_khalifa,fully_furnished,False,1,Energy,Red,183,19.55,yearly,4,41600,27,296
R007578,2023-11-23,Dubai Investment Park,DIP,25.00884,55.18742,apartment,2BR,2,1209,112.3,marina,semi_furnished,False,2,Mall of the Emirates,Red,166,22.7,yearly,1,23800,19,212
R015653,2025-11-29,Palm Jumeirah,Palm Jumeirah,25.11286,55.13216,apartment,3BR,3,1437,133.5,golf_course,fully_furnished,False,2,Sharaf DG,Red,61,17.11,yearly,12,107400,74,804
R023358,2023-08-18,Al Furjan,Al Furjan,25.03715,55.16989,apartment,4BR_penthouse,4,3487,324.0,park,fully_furnished,False,1,Al Furjan,Red,3,20.67,yearly,1,99000,28,306
R023993,2024-11-01,Arabian Ranches 2,Arabian Ranches,25.05702,55.27352,villa,5BR_villa,5,4471,415.4,city,fully_furnished,False,3,First Abu Dhabi Bank,Red,126,15.59,yearly,12,228600,51,550
R020565,2022-02-11,Damac Hills 2,Damac Hills,24.968,55.3069,villa,6BR_villa,6,6489,602.8,city,fully_furnished,True,4,Noor Bank,Red,237,25.69,yearly,1,105800,16,176
R008215,2021-07-24,Sustainable City,Sustainable City,24.97047,55.28847,villa,5BR_villa,5,5981,555.6,marina,unfurnished,True,3,Mashreq Bank,Red,208,25.25,yearly,2,93700,15,169
R001095,2021-05-01,The Valley,Dubai-Al Ain Road,24.96269,55.50326,villa,4BR_villa,4,3813,354.3,sea,unfurnished,True,3,Al Qiyadah,Red,471,34.8,yearly,6,56700,14,160
R002810,2021-07-16,The Greens,The Greens,25.0837,55.16597,apartment,1BR,1,1095,101.7,park,fully_furnished,False,3,Mashreq Bank,Red,11,16.69,yearly,2,25200,23,248
R024048,2025-05-15,Al Warqa,Al Warqa,25.19775,55.39166,villa,4BR_villa,4,3847,357.4,community,fully_furnished,True,3,Al Qusais,Green,127,11.8,short_term,2,109100,28,305
R018330,2025-10-27,Dubai South,Dubai South,24.90591,55.16205,villa,6BR_villa,6,7462,693.3,community,unfurnished,False,4,Expo 2020,Red,64,34.31,yearly,6,118000,15,170
R023579,2023-10-06,Remraam,Dubailand,25.0118,55.25571,apartment,studio,0,511,47.4,marina,semi_furnished,False,1,Al Karama,Red,344,20.7,yearly,1,8500,16,179
R005526,2025-09-15,Mudon,Dubailand,25.05062,55.24058,villa,6BR_villa,6,6577,611.0,community,fully_furnished,False,2,Al Furjan,Red,127,16.65,yearly,12,153900,23,252
R023187,2021-12-02,Jumeirah Beach Residence,Dubai Marina,25.07297,55.13617,apartment,1BR,1,697,64.7,pool,fully_furnished,True,1,MRT-1,Red,62,19.61,short_term,4,16800,24,260
R007540,2025-02-02,Dubai Creek Harbour,Creek,25.1801,55.33544,apartment,2BR,2,1346,125.1,community,fully_furnished,False,1,Creek,Green,45,6.43,yearly,4,52700,39,422
R005412,2023-03-31,Al Qusais,Al Qusais,25.27982,55.38806,apartment,studio,0,541,50.3,community,fully_furnished,True,1,Baniyas Square,Red,82,14.67,yearly,1,6400,11,127
R010794,2026-01-06,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.15422,55.29592,apartment,studio,0,475,44.2,community,fully_furnished,True,2,Baniyas Square (G),Green,139,5.25,yearly,2,17100,35,387
R011130,2021-06-10,Living Legends,Dubailand,25.09468,55.29726,apartment,2BR,2,1298,120.6,marina,fully_furnished,True,2,Al Jadaf,Green,197,11.63,yearly,2,24900,19,207
R023302,2025-11-07,Dubai Harbour,Dubai Marina,25.08732,55.14543,apartment,1BR,1,588,54.7,community,fully_furnished,False,1,Mashreq Bank,Red,35,17.83,yearly,1,33200,56,608
R009412,2025-12-09,Jumeirah Golf Estates,JGE,25.01747,55.19539,villa,3BR_villa,3,3436,319.3,community,fully_furnished,True,2,Dubai Investment Park,Red,38,21.51,short_term,12,154500,45,484
R022193,2021-07-18,Dubai Hills Estate,Mohammed Bin Rashid,25.13119,55.2485,apartment,studio,0,355,33.0,community,fully_furnished,False,3,Abu Baker Al Siddique (G),Green,250,7.79,yearly,2,7900,22,239
R008577,2023-10-17,DAMAC Lagoons,Damac,25.04158,55.26349,villa,5BR_villa,5,4609,428.2,park,semi_furnished,True,3,Sharaf DG,Red,119,17.34,yearly,4,110500,24,258
R003555,2022-03-11,Bukadra,Bukadra,25.17913,55.31598,apartment,3BR,3,1539,143.0,city,fully_furnished,False,1,Max,Red,89,4.64,yearly,1,39700,25,277
R001863,2024-10-28,Jumeirah Bay Island,Jumeirah,25.20319,55.25777,apartment,studio,0,508,47.2,sea,fully_furnished,True,1,Abu Baker Al Siddique (G),Green,138,1.8,yearly,4,85600,168,1814
R010601,2024-03-28,Jumeirah 1,Jumeirah,25.23974,55.25653,villa,4BR_villa,4,3331,309.4,city,fully_furnished,False,4,Burj Khalifa/Dubai Mall,Red,50,5.06,yearly,4,190300,57,615
R019619,2024-07-08,Palm Jumeirah,Palm Jumeirah,25.10359,55.14407,apartment,4BR_penthouse,4,2395,222.5,park,fully_furnished,True,1,Noor Bank,Red,98,16.75,short_term,6,188600,78,848
R004163,2021-07-17,Karama,Bur Dubai,25.24385,55.30818,apartment,3BR,3,1816,168.7,community,fully_furnished,True,1,Al Karama,Red,14,6.2,yearly,2,18900,10,112
R001959,2025-03-06,Dubai Islands,Deira Islands,25.2897,55.30295,apartment,4BR_penthouse,4,2501,232.4,park,fully_furnished,False,2,Centrepoint,Red,106,10.68,yearly,2,87200,34,375
R012263,2022-07-18,The Springs,Emirates Living,25.0511,55.19891,villa,4BR_villa,4,3836,356.4,community,fully_furnished,True,4,Dubai Internet City,Red,73,17.94,yearly,2,164800,43,462
R017256,2023-10-20,Mudon,Dubailand,25.06174,55.25903,villa,4BR_villa,4,3614,335.7,sea,fully_furnished,True,4,Discovery Gardens,Red,135,15.14,yearly,2,113800,31,339
R010229,2022-03-20,Jumeirah Village Circle,JVC,25.04251,55.20215,apartment,3BR,3,1594,148.1,sea,semi_furnished,True,1,Mashreq Bank,Red,80,18.68,yearly,12,27300,17,184
R021393,2024-06-11,Dubai Islands,Deira Islands,25.30589,55.31732,apartment,3BR,3,1507,140.0,city,fully_furnished,True,2,Baniyas Square (G),Green,28,12.83,short_term,6,62400,41,446
R013427,2024-03-31,International City,International City,25.16187,55.4308,apartment,2BR,2,1504,139.7,park,fully_furnished,True,2,Baniyas Square,Red,190,16.22,yearly,1,16100,10,115
R001481,2024-01-28,Pearl Jumeira,Jumeirah,25.20687,55.25705,apartment,studio,0,520,48.4,community,unfurnished,True,1,Financial Centre,Red,47,2.05,yearly,6,45300,87,936
R021647,2023-01-17,Jumeirah Golf Estates,JGE,25.01194,55.18691,villa,4BR_villa,4,4183,388.6,community,fully_furnished,False,3,Al Furjan,Red,51,22.4,yearly,2,177400,42,457
R002420,2025-07-22,Madinat Jumeirah Living,Jumeirah,25.13438,55.17349,apartment,2BR,2,1119,104.0,marina,fully_furnished,True,1,Noor Bank,Red,42,12.33,yearly,2,96700,86,930
R004177,2025-08-01,Jebel Ali,Jebel Ali,25.01809,55.10692,apartment,3BR,3,1838,170.8,sea,semi_furnished,True,1,Energy,Red,46,26.1,yearly,12,40400,22,236
R003565,2023-08-20,Al Reem,Arabian Ranches,25.0526,55.27369,villa,5BR_villa,5,5746,533.9,park,fully_furnished,True,4,Noor Bank,Red,119,16.08,yearly,4,223100,38,418
R019792,2021-02-19,Dubai Creek Harbour,Creek,25.21453,55.35363,apartment,4BR_penthouse,4,2024,188.0,community,fully_furnished,True,2,Oud Metha,Green,70,8.2,yearly,2,31700,15,169
R015144,2025-02-19,Dubai Islands,Deira Islands,25.2791,55.30857,apartment,studio,0,487,45.3,city,fully_furnished,False,1,Al Qiyadah,Red,46,9.73,yearly,4,19800,40,437
R021168,2025-07-12,Town Square,Nshama,25.02726,55.26163,apartment,studio,0,617,57.3,marina,fully_furnished,False,1,Discovery Gardens,Red,160,18.94,yearly,1,10100,16,176
R004709,2021-02-08,La Mer,Jumeirah,25.23137,55.25742,apartment,2BR,2,1234,114.6,community,fully_furnished,True,1,World Trade Centre,Red,32,4.17,yearly,12,41200,33,359
R020353,2023-12-04,Arabian Ranches 3,Arabian Ranches,25.06376,55.28605,villa,6BR_villa,6,8162,758.2,marina,unfurnished,True,2,Burj Khalifa/Dubai Mall,Red,196,14.88,yearly,4,350500,42,462
R022601,2024-01-05,Dubai Studio City,Dubai Studio City,25.04096,55.23799,apartment,3BR,3,1485,137.9,golf_course,fully_furnished,False,2,Palm Deira,Green,307,17.76,yearly,2,38200,25,277
R015215,2023-01-18,Town Square,Nshama,24.99065,55.2775,apartment,1BR,1,840,78.0,golf_course,unfurnished,True,2,MRT-1,Red,172,22.97,yearly,6,11300,13,145
R022933,2023-03-17,Mirdif,Mirdif,25.22813,55.41773,villa,5BR_villa,5,5106,474.3,sea,unfurnished,True,4,Business Bay,Red,197,14.82,yearly,4,152000,29,320
R005002,2023-06-29,DAMAC Lagoons,Damac,25.04467,55.2833,villa,3BR_villa,3,3573,332.0,community,fully_furnished,True,3,Jumeirah Golf Estates,Red,122,16.98,yearly,12,76600,21,231
R007349,2024-05-04,The Meadows,Emirates Living,25.06351,55.18144,villa,3BR_villa,3,3136,291.3,community,fully_furnished,False,2,Sharaf DG,Red,76,17.57,yearly,12,185400,59,636
R024800,2021-10-11,Damac Hills,Damac Hills,25.03219,55.25126,apartment,1BR,1,679,63.1,community,unfurnished,True,2,Energy,Red,224,18.5,yearly,6,12900,19,205
R014666,2022-11-26,Sustainable City,Sustainable City,24.992,55.28463,villa,5BR_villa,5,4767,442.9,burj_khalifa,semi_furnished,False,3,Union,Red,384,22.84,short_term,4,137500,28,311
R020139,2021-07-25,The Greens,The Greens,25.09185,55.17558,apartment,1BR,1,708,65.8,sea,fully_furnished,True,1,Mashreq Bank,Red,12,15.37,yearly,4,18900,26,287
R020130,2023-04-23,Jumeirah Bay Island,Jumeirah,25.21626,55.2336,apartment,3BR,3,1388,128.9,burj_khalifa,fully_furnished,True,1,Mashreq Bank,Red,179,4.62,yearly,12,147500,106,1144
R011462,2023-10-06,Majan,Dubailand,25.08258,55.27521,apartment,2BR,2,1281,119.0,park,semi_furnished,True,2,Burj Khalifa/Dubai Mall,Red,173,12.75,yearly,1,24400,19,205
R009279,2024-06-26,Deira,Deira,25.25517,55.28905,apartment,studio,0,300,27.9,marina,fully_furnished,False,3,Union,Red,5,6.61,yearly,4,8800,29,317
R017818,2025-10-13,Downtown Dubai,Downtown,25.19099,55.26946,apartment,1BR,1,610,56.7,golf_course,fully_furnished,True,1,Burj Khalifa/Dubai Mall,Red,7,0.85,short_term,12,41600,68,733
R021080,2022-08-21,Bluewaters Island,Dubai Marina,25.08366,55.11826,apartment,3BR,3,2253,209.3,community,fully_furnished,True,2,MRT-1,Red,60,20.16,yearly,2,136300,60,651
R023283,2024-12-20,City Walk,Al Wasl,25.2079,55.26779,apartment,3BR,3,2174,202.0,park,unfurnished,False,1,Max,Red,58,1.36,yearly,2,108500,49,537
R024892,2025-04-23,Dubai Production City,IMPZ,25.01201,55.22423,apartment,3BR,3,1789,166.2,marina,fully_furnished,True,2,Palm Deira,Green,326,21.2,yearly,4,38700,21,233
R009759,2021-06-03,Dubailand,Dubailand,25.02576,55.31988,apartment,2BR,2,1269,117.9,pool,fully_furnished,False,1,Mashreq Bank,Red,192,19.61,yearly,2,14600,11,124
R003374,2023-02-14,Living Legends,Dubailand,25.07319,55.30403,apartment,1BR,1,764,70.9,park,semi_furnished,True,3,First Abu Dhabi Bank,Red,114,14.11,yearly,2,13000,17,184
R015912,2022-07-17,Dubai Sports City,Dubai Sports City,25.03965,55.23226,apartment,1BR,1,790,73.4,community,unfurnished,False,1,Mashreq Bank,Red,97,18.03,yearly,1,9200,11,126
R017644,2025-05-07,Jumeirah 3,Jumeirah,25.2017,55.23047,apartment,studio,0,477,44.3,community,unfurnished,True,1,First Abu Dhabi Bank,Red,94,4.45,short_term,2,17700,37,398
R002747,2023-02-09,Remraam,Dubailand,24.99578,55.24912,apartment,3BR,3,1813,168.4,golf_course,semi_furnished,True,2,Mashreq Bank,Red,161,22.54,yearly,2,21300,11,126
R001050,2022-11-30,Bur Dubai,Bur Dubai,25.25418,55.28739,apartment,studio,0,347,32.2,community,semi_furnished,False,1,BurJuman (G),Green,13,6.47,yearly,1,6200,17,192
R020249,2021-10-27,Jumeirah Beach Residence,Dubai Marina,25.06718,55.12677,apartment,3BR,3,2140,198.8,community,fully_furnished,False,2,Dubai Internet City,Red,63,20.73,yearly,2,68000,31,342
R014855,2021-05-23,Deira,Deira,25.26206,55.31314,apartment,3BR,3,1795,166.8,community,fully_furnished,True,1,Union (G),Green,2,8.2,yearly,2,18000,10,108
R006574,2024-06-28,Al Warqa,Al Warqa,25.19418,55.39758,villa,4BR_villa,4,4716,438.1,marina,unfurnished,False,4,Union (G),Green,137,12.4,yearly,1,102700,21,234
R010198,2026-03-19,Jumeirah Islands,Emirates Living,25.03829,55.16374,villa,4BR_villa,4,4292,398.7,park,fully_furnished,False,2,Mashreq Bank,Red,63,20.89,yearly,12,205500,47,515
R005248,2023-03-03,Jumeirah Golf Estates,JGE,25.00887,55.17145,villa,5BR_villa,5,6215,577.4,community,fully_furnished,False,4,Jumeirah Golf Estates,Red,28,23.37,yearly,12,163000,26,282
R013318,2022-06-02,Arabian Ranches 3,Arabian Ranches,25.05768,55.26394,villa,4BR_villa,4,3271,303.9,community,unfurnished,False,3,Discovery Gardens,Red,171,15.55,yearly,1,93400,28,307
R000354,2025-02-28,Al Qusais,Al Qusais,25.28304,55.3816,apartment,1BR,1,624,57.9,sea,semi_furnished,True,2,Al Qusais,Green,2,14.4,yearly,1,15900,25,274
R020926,2022-04-22,Palm Jumeirah,Palm Jumeirah,25.1092,55.14528,villa,5BR_villa,5,4993,463.9,pool,fully_furnished,False,4,Ibn Battuta,Red,97,16.27,yearly,6,361600,72,780
R014092,2024-01-24,Jumeirah Lake Towers,JLT,25.04992,55.15033,apartment,1BR,1,640,59.5,city,unfurnished,True,1,Stadium,Red,413,20.6,yearly,1,17400,27,292
R001758,2025-04-09,The Meadows,Emirates Living,25.04769,55.18538,villa,4BR_villa,4,3227,299.8,park,semi_furnished,True,2,MRT-1,Red,59,18.89,yearly,4,154700,48,516
R023233,2022-01-14,Liwan,Dubailand,25.06295,55.3085,apartment,studio,0,518,48.1,pool,semi_furnished,True,1,Al Qusais,Green,302,15.32,yearly,2,6900,13,144
R010595,2024-06-03,Falcon City of Wonders,Dubailand,25.0382,55.31639,villa,3BR_villa,3,2566,238.4,golf_course,semi_furnished,False,3,MRT-1,Red,215,18.18,yearly,4,70900,27,297
R002783,2025-02-18,Al Barsha,Al Barsha,25.10733,55.22684,apartment,1BR,1,603,56.0,city,unfurnished,True,1,Noor Bank,Red,31,11.08,yearly,6,11400,18,204
R009508,2021-04-24,Dubai Harbour,Dubai Marina,25.08518,55.13675,apartment,4BR_penthouse,4,2094,194.5,golf_course,fully_furnished,False,1,UAE Pavilion,Red,82,18.63,yearly,2,93400,44,480
R006314,2025-11-12,Maritime City,Maritime City,25.26886,55.23797,apartment,3BR,3,1692,157.2,marina,unfurnished,True,2,Palm Deira,Green,46,8.77,yearly,4,62700,37,399
R023867,2023-07-18,Bur Dubai,Bur Dubai,25.25003,55.29458,apartment,1BR,1,628,58.4,park,fully_furnished,True,1,Al Ghubaiba,Green,2,6.22,yearly,12,16900,26,289
R023611,2025-06-04,Karama,Bur Dubai,25.24594,55.31978,apartment,studio,0,412,38.3,community,semi_furnished,False,1,World Trade Centre,Red,37,7.09,yearly,2,8400,20,218
R019289,2024-09-03,Al Reem,Arabian Ranches,25.04814,55.2773,villa,5BR_villa,5,5353,497.3,community,fully_furnished,False,2,Emirates Towers,Red,226,16.58,yearly,1,200000,37,402
R003601,2024-09-07,Jumeirah Bay Island,Jumeirah,25.20342,55.24676,apartment,2BR,2,1030,95.7,community,fully_furnished,True,1,Max,Red,68,2.87,yearly,2,83800,81,875
R014383,2025-08-24,The Valley,Dubai-Al Ain Road,24.96418,55.47708,villa,4BR_villa,4,2552,237.1,community,unfurnished,False,2,Union (G),Green,464,32.99,yearly,1,55100,21,232
R012459,2024-10-10,Downtown Dubai,Downtown,25.20136,55.28169,apartment,studio,0,429,39.9,community,fully_furnished,False,1,Financial Centre,Red,22,0.87,yearly,4,32900,76,825
R002852,2023-04-14,Meydan,Meydan,25.15688,55.2759,apartment,2BR,2,742,69.0,sea,fully_furnished,False,2,Noor Bank,Red,101,4.49,yearly,2,31100,41,450
R013020,2024-11-21,Expo City,Dubai South,24.95796,55.14529,apartment,1BR,1,940,87.3,park,fully_furnished,True,1,Expo 2020,Red,3,29.61,yearly,2,18100,19,207
R009687,2024-04-04,The Valley,Dubai-Al Ain Road,24.9734,55.49739,villa,4BR_villa,4,3946,366.6,community,semi_furnished,False,3,Oud Metha,Green,422,33.52,yearly,4,85700,21,234
R024742,2022-06-22,Deira,Deira,25.28262,55.3174,apartment,2BR,2,1016,94.3,park,unfurnished,False,2,Baniyas Square (G),Green,8,10.44,yearly,12,14000,13,148
R015979,2025-08-24,DIFC,DIFC,25.20975,55.29454,villa,5BR_villa,5,5924,550.4,park,fully_furnished,True,3,Financial Centre,Red,3,2.46,yearly,6,489000,82,888
R023299,2023-02-06,Azizi Riviera,MBR City,25.18113,55.29489,apartment,1BR,1,832,77.3,community,fully_furnished,False,1,BurJuman (G),Green,107,2.73,yearly,2,21000,25,272
R014331,2024-05-06,Al Furjan,Al Furjan,25.02534,55.14866,apartment,2BR,2,1010,93.8,marina,unfurnished,True,1,Al Furjan,Red,1,22.92,yearly,6,34100,33,364
R015179,2022-03-02,Jumeirah Golf Estates,JGE,25.00985,55.17413,villa,4BR_villa,4,3834,356.2,marina,fully_furnished,True,3,Al Furjan,Red,48,23.15,yearly,2,134700,35,378
R005205,2024-08-18,Downtown Dubai,Downtown,25.20819,55.27264,apartment,2BR,2,1356,126.0,community,unfurnished,False,1,Financial Centre,Red,19,1.23,short_term,6,68700,50,545
R015965,2023-01-26,Jumeirah 2,Jumeirah,25.21548,55.2422,villa,4BR_villa,4,4743,440.7,sea,fully_furnished,True,3,World Trade Centre,Red,53,3.82,yearly,4,270200,57,613
R003515,2021-12-25,Jumeirah Lake Towers,JLT,25.08444,55.1326,apartment,1BR,1,641,59.6,marina,fully_furnished,False,2,UAE Pavilion,Red,58,19.0,yearly,2,13500,21,227
R019374,2025-06-04,Dubai Marina,Dubai Marina,25.07093,55.13606,apartment,studio,0,473,44.0,community,unfurnished,True,2,Dubai Internet City,Red,54,19.78,yearly,4,18200,38,415
R003069,2022-01-20,Sobha Hartland,MBR City,25.17075,55.30312,apartment,2BR,2,1126,104.6,burj_khalifa,fully_furnished,True,3,Al Jadaf,Green,72,4.12,yearly,2,57400,51,549
R000306,2023-12-09,Town Square,Nshama,25.00039,55.27834,apartment,2BR,2,873,81.1,city,unfurnished,True,1,Burj Khalifa/Dubai Mall,Red,258,21.89,yearly,12,17400,20,215
R017760,2023-01-01,Discovery Gardens,Discovery Gardens,25.04177,55.15958,apartment,2BR,2,1312,121.9,community,fully_furnished,True,1,Discovery Gardens,Red,9,20.79,short_term,12,20500,15,168
R002492,2021-11-20,City Walk,Al Wasl,25.20993,55.26811,apartment,2BR,2,1303,121.0,marina,semi_furnished,False,1,Emirates Towers,Red,32,1.55,yearly,1,56700,43,469
